Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;_1_XY;_2_XY;_3_XY;_4_XY;Position X;Position Y;Cluster
190;District 2 Beta;Play;Exclusive;0408E;4368, 6848;4352, 6832;4352, 6864;4384, 6864;4384, 6832;4368.0000;6848.0000;51
191;District 2 Beta;Play;Exclusive;0409E;5312, 4592;5296, 4608;5296, 4576;5328, 4576;5328, 4608;5312.0000;4592.0000;52
192;District 2 Beta;Play;Exclusive;0410E;5280, 4592;5264, 4608;5264, 4576;5296, 4576;5296, 4608;5280.0000;4592.0000;52
193;District 2 Beta;Play;Exclusive;0411E;5248, 4592;5232, 4608;5232, 4576;5264, 4576;5264, 4608;5248.0000;4592.0000;52
194;District 2 Beta;Play;Exclusive;0412E;5248, 4560;5232, 4576;5232, 4544;5264, 4544;5264, 4576;5248.0000;4560.0000;52
195;District 2 Beta;Play;Exclusive;0413E;5312, 4560;5296, 4576;5296, 4544;5328, 4544;5328, 4576;5312.0000;4560.0000;52
196;District 2 Beta;Play;Exclusive;0414E;5312, 4528;5296, 4544;5296, 4512;5328, 4512;5328, 4544;5312.0000;4528.0000;52
197;District 2 Beta;Play;Exclusive;0415E;5280, 4528;5264, 4544;5264, 4512;5296, 4512;5296, 4544;5280.0000;4528.0000;52
198;District 2 Beta;Play;Exclusive;0416E;5248, 4528;5232, 4544;5232, 4512;5264, 4512;5264, 4544;5248.0000;4528.0000;52
199;District 2 Beta;Play;Exclusive;0417E;4432, 3136;4416, 3152;4416, 3120;4448, 3120;4448, 3152;4432.0000;3136.0000;53
200;District 2 Beta;Play;Exclusive;0418E;4400, 3136;4384, 3152;4384, 3120;4416, 3120;4416, 3152;4400.0000;3136.0000;53
201;District 2 Beta;Play;Exclusive;0419E;4368, 3136;4352, 3152;4352, 3120;4384, 3120;4384, 3152;4368.0000;3136.0000;53
202;District 2 Beta;Play;Exclusive;0420E;4368, 3104;4352, 3120;4352, 3088;4384, 3088;4384, 3120;4368.0000;3104.0000;53
203;District 2 Beta;Play;Exclusive;0421E;4432, 3104;4416, 3120;4416, 3088;4448, 3088;4448, 3120;4432.0000;3104.0000;53
204;District 2 Beta;Play;Exclusive;0422E;4432, 3072;4416, 3088;4416, 3056;4448, 3056;4448, 3088;4432.0000;3072.0000;53
205;District 2 Beta;Play;Exclusive;0423E;4400, 3072;4384, 3088;4384, 3056;4416, 3056;4416, 3088;4400.0000;3072.0000;53
206;District 2 Beta;Play;Exclusive;0424E;4368, 3072;4352, 3088;4352, 3056;4384, 3056;4384, 3088;4368.0000;3072.0000;53
207;District 2 Beta;Play;Exclusive;0425E;1728, 3856;1744, 3872;1744, 3840;1712, 3840;1712, 3872;1728.0000;3856.0000;54
208;District 2 Beta;Play;Exclusive;0426E;1760, 3856;1776, 3872;1776, 3840;1744, 3840;1744, 3872;1760.0000;3856.0000;54
209;District 2 Beta;Play;Exclusive;0427E;1792, 3856;1808, 3872;1808, 3840;1776, 3840;1776, 3872;1792.0000;3856.0000;54
210;District 2 Beta;Play;Exclusive;0428E;1792, 3824;1808, 3840;1808, 3808;1776, 3808;1776, 3840;1792.0000;3824.0000;54
211;District 2 Beta;Play;Exclusive;0429E;1728, 3824;1744, 3840;1744, 3808;1712, 3808;1712, 3840;1728.0000;3824.0000;54
212;District 2 Beta;Play;Exclusive;0430E;1728, 3792;1744, 3808;1744, 3776;1712, 3776;1712, 3808;1728.0000;3792.0000;54
213;District 2 Beta;Play;Exclusive;0431E;1760, 3792;1776, 3808;1776, 3776;1744, 3776;1744, 3808;1760.0000;3792.0000;54
214;District 2 Beta;Play;Exclusive;0432E;1792, 3792;1808, 3808;1808, 3776;1776, 3776;1776, 3808;1792.0000;3792.0000;54
215;District 2 Beta;Play;Exclusive;0433E;2608, 2400;2624, 2416;2624, 2384;2592, 2384;2592, 2416;2608.0000;2400.0000;55
216;District 2 Beta;Play;Exclusive;0434E;2640, 2400;2656, 2416;2656, 2384;2624, 2384;2624, 2416;2640.0000;2400.0000;55
217;District 2 Beta;Play;Exclusive;0435E;2672, 2400;2688, 2416;2688, 2384;2656, 2384;2656, 2416;2672.0000;2400.0000;55
218;District 2 Beta;Play;Exclusive;0436E;2672, 2368;2688, 2384;2688, 2352;2656, 2352;2656, 2384;2672.0000;2368.0000;55
219;District 2 Beta;Play;Exclusive;0437E;2608, 2368;2624, 2384;2624, 2352;2592, 2352;2592, 2384;2608.0000;2368.0000;55
220;District 2 Beta;Play;Exclusive;0438E;2608, 2336;2624, 2352;2624, 2320;2592, 2320;2592, 2352;2608.0000;2336.0000;55
221;District 2 Beta;Play;Exclusive;0439E;2640, 2336;2656, 2352;2656, 2320;2624, 2320;2624, 2352;2640.0000;2336.0000;55
222;District 2 Beta;Play;Exclusive;0440E;2672, 2336;2688, 2352;2688, 2320;2656, 2320;2656, 2352;2672.0000;2336.0000;55
223;District 2 Beta;Play;Exclusive;0441E;4032, 3856;4016, 3872;4016, 3840;4048, 3840;4048, 3872;4032.0000;3856.0000;56
224;District 2 Beta;Play;Exclusive;0442E;4000, 3856;3984, 3872;3984, 3840;4016, 3840;4016, 3872;4000.0000;3856.0000;56
225;District 2 Beta;Play;Exclusive;0443E;3968, 3856;3952, 3872;3952, 3840;3984, 3840;3984, 3872;3968.0000;3856.0000;56
226;District 2 Beta;Play;Exclusive;0444E;3968, 3824;3952, 3840;3952, 3808;3984, 3808;3984, 3840;3968.0000;3824.0000;56
227;District 2 Beta;Play;Exclusive;0445E;4032, 3824;4016, 3840;4016, 3808;4048, 3808;4048, 3840;4032.0000;3824.0000;56
228;District 2 Beta;Play;Exclusive;0446E;4032, 3792;4016, 3808;4016, 3776;4048, 3776;4048, 3808;4032.0000;3792.0000;56
229;District 2 Beta;Play;Exclusive;0447E;4000, 3792;3984, 3808;3984, 3776;4016, 3776;4016, 3808;4000.0000;3792.0000;56
230;District 2 Beta;Play;Exclusive;0448E;3968, 3792;3952, 3808;3952, 3776;3984, 3776;3984, 3808;3968.0000;3792.0000;56
231;District 2 Beta;Play;Exclusive;0449E;3152, 2400;3136, 2416;3136, 2384;3168, 2384;3168, 2416;3152.0000;2400.0000;57
232;District 2 Beta;Play;Exclusive;0450E;3120, 2400;3104, 2416;3104, 2384;3136, 2384;3136, 2416;3120.0000;2400.0000;57
233;District 2 Beta;Play;Exclusive;0451E;3088, 2400;3072, 2416;3072, 2384;3104, 2384;3104, 2416;3088.0000;2400.0000;57
234;District 2 Beta;Play;Exclusive;0452E;3088, 2368;3072, 2384;3072, 2352;3104, 2352;3104, 2384;3088.0000;2368.0000;57
235;District 2 Beta;Play;Exclusive;0453E;3152, 2368;3136, 2384;3136, 2352;3168, 2352;3168, 2384;3152.0000;2368.0000;57
236;District 2 Beta;Play;Exclusive;0454E;3152, 2336;3136, 2352;3136, 2320;3168, 2320;3168, 2352;3152.0000;2336.0000;57
237;District 2 Beta;Play;Exclusive;0455E;3120, 2336;3104, 2352;3104, 2320;3136, 2320;3136, 2352;3120.0000;2336.0000;57
238;District 2 Beta;Play;Exclusive;0456E;3088, 2336;3072, 2352;3072, 2320;3104, 2320;3104, 2352;3088.0000;2336.0000;57
239;District 2 Beta;Play;Exclusive;0457E;1728, 6064;1744, 6048;1744, 6080;1712, 6080;1712, 6048;1728.0000;6064.0000;58
240;District 2 Beta;Play;Exclusive;0458E;1760, 6064;1776, 6048;1776, 6080;1744, 6080;1744, 6048;1760.0000;6064.0000;58
241;District 2 Beta;Play;Exclusive;0459E;1792, 6064;1808, 6048;1808, 6080;1776, 6080;1776, 6048;1792.0000;6064.0000;58
242;District 2 Beta;Play;Exclusive;0460E;1792, 6096;1808, 6080;1808, 6112;1776, 6112;1776, 6080;1792.0000;6096.0000;58
243;District 2 Beta;Play;Exclusive;0461E;1728, 6096;1744, 6080;1744, 6112;1712, 6112;1712, 6080;1728.0000;6096.0000;58
244;District 2 Beta;Play;Exclusive;0462E;1728, 6128;1744, 6112;1744, 6144;1712, 6144;1712, 6112;1728.0000;6128.0000;58
245;District 2 Beta;Play;Exclusive;0463E;1760, 6128;1776, 6112;1776, 6144;1744, 6144;1744, 6112;1760.0000;6128.0000;58
246;District 2 Beta;Play;Exclusive;0464E;1792, 6128;1808, 6112;1808, 6144;1776, 6144;1776, 6112;1792.0000;6128.0000;58
247;District 2 Beta;Play;Exclusive;0465E;2608, 7520;2624, 7504;2624, 7536;2592, 7536;2592, 7504;2608.0000;7520.0000;59
248;District 2 Beta;Play;Exclusive;0466E;2640, 7520;2656, 7504;2656, 7536;2624, 7536;2624, 7504;2640.0000;7520.0000;59
249;District 2 Beta;Play;Exclusive;0467E;2672, 7520;2688, 7504;2688, 7536;2656, 7536;2656, 7504;2672.0000;7520.0000;59
250;District 2 Beta;Play;Exclusive;0468E;2672, 7552;2688, 7536;2688, 7568;2656, 7568;2656, 7536;2672.0000;7552.0000;59
251;District 2 Beta;Play;Exclusive;0469E;2608, 7552;2624, 7536;2624, 7568;2592, 7568;2592, 7536;2608.0000;7552.0000;59
252;District 2 Beta;Play;Exclusive;0470E;2608, 7584;2624, 7568;2624, 7600;2592, 7600;2592, 7568;2608.0000;7584.0000;59
253;District 2 Beta;Play;Exclusive;0471E;2640, 7584;2656, 7568;2656, 7600;2624, 7600;2624, 7568;2640.0000;7584.0000;59
254;District 2 Beta;Play;Exclusive;0472E;2672, 7584;2688, 7568;2688, 7600;2656, 7600;2656, 7568;2672.0000;7584.0000;59
255;District 2 Beta;Play;Exclusive;0473E;4032, 6064;4016, 6048;4016, 6080;4048, 6080;4048, 6048;4032.0000;6064.0000;60
256;District 2 Beta;Play;Exclusive;0474E;4000, 6064;3984, 6048;3984, 6080;4016, 6080;4016, 6048;4000.0000;6064.0000;60
257;District 2 Beta;Play;Exclusive;0475E;3968, 6064;3952, 6048;3952, 6080;3984, 6080;3984, 6048;3968.0000;6064.0000;60
258;District 2 Beta;Play;Exclusive;0476E;3968, 6096;3952, 6080;3952, 6112;3984, 6112;3984, 6080;3968.0000;6096.0000;60
259;District 2 Beta;Play;Exclusive;0477E;4032, 6096;4016, 6080;4016, 6112;4048, 6112;4048, 6080;4032.0000;6096.0000;60
260;District 2 Beta;Play;Exclusive;0478E;4032, 6128;4016, 6112;4016, 6144;4048, 6144;4048, 6112;4032.0000;6128.0000;60
261;District 2 Beta;Play;Exclusive;0479E;4000, 6128;3984, 6112;3984, 6144;4016, 6144;4016, 6112;4000.0000;6128.0000;60
262;District 2 Beta;Play;Exclusive;0480E;3968, 6128;3952, 6112;3952, 6144;3984, 6144;3984, 6112;3968.0000;6128.0000;60
263;District 2 Beta;Play;Exclusive;0481E;3152, 7520;3136, 7504;3136, 7536;3168, 7536;3168, 7504;3152.0000;7520.0000;61
264;District 2 Beta;Play;Exclusive;0482E;3120, 7520;3104, 7504;3104, 7536;3136, 7536;3136, 7504;3120.0000;7520.0000;61
265;District 2 Beta;Play;Exclusive;0483E;3088, 7520;3072, 7504;3072, 7536;3104, 7536;3104, 7504;3088.0000;7520.0000;61
266;District 2 Beta;Play;Exclusive;0484E;3088, 7552;3072, 7536;3072, 7568;3104, 7568;3104, 7536;3088.0000;7552.0000;61
267;District 2 Beta;Play;Exclusive;0485E;3152, 7552;3136, 7536;3136, 7568;3168, 7568;3168, 7536;3152.0000;7552.0000;61
268;District 2 Beta;Play;Exclusive;0486E;3152, 7584;3136, 7568;3136, 7600;3168, 7600;3168, 7568;3152.0000;7584.0000;61
269;District 2 Beta;Play;Exclusive;0487E;3120, 7584;3104, 7568;3104, 7600;3136, 7600;3136, 7568;3120.0000;7584.0000;61
270;District 2 Beta;Play;Exclusive;0488E;3088, 7584;3072, 7568;3072, 7600;3104, 7600;3104, 7568;3088.0000;7584.0000;61
271;District 2 Beta;Play;Exclusive;0489E;2112, 5714;2096, 5698;2096, 5730;2128, 5730;2128, 5698;2112.0000;5714.0000;62
272;District 2 Beta;Play;Exclusive;0490E;2080, 5714;2064, 5698;2064, 5730;2096, 5730;2096, 5698;2080.0000;5714.0000;62
273;District 2 Beta;Play;Exclusive;0491E;2048, 5714;2032, 5698;2032, 5730;2064, 5730;2064, 5698;2048.0000;5714.0000;62
274;District 2 Beta;Play;Exclusive;0492E;2048, 5746;2032, 5730;2032, 5762;2064, 5762;2064, 5730;2048.0000;5746.0000;62
275;District 2 Beta;Play;Exclusive;0493E;2112, 5746;2096, 5730;2096, 5762;2128, 5762;2128, 5730;2112.0000;5746.0000;62
276;District 2 Beta;Play;Exclusive;0494E;2112, 5778;2096, 5762;2096, 5794;2128, 5794;2128, 5762;2112.0000;5778.0000;62
277;District 2 Beta;Play;Exclusive;0495E;2080, 5778;2064, 5762;2064, 5794;2096, 5794;2096, 5762;2080.0000;5778.0000;62
278;District 2 Beta;Play;Exclusive;0496E;2048, 5778;2032, 5762;2032, 5794;2064, 5794;2064, 5762;2048.0000;5778.0000;62
279;District 2 Beta;Play;Exclusive;0497E;3648, 5712;3664, 5696;3664, 5728;3632, 5728;3632, 5696;3648.0000;5712.0000;63
280;District 2 Beta;Play;Exclusive;0498E;3680, 5712;3696, 5696;3696, 5728;3664, 5728;3664, 5696;3680.0000;5712.0000;63
281;District 3 Pi;Idealism;Exclusive;0735E;-4800, 818;-4784, 802;-4784, 834;-4816, 834;-4816, 802;-4800.0000;818.0000;92
282;District 3 Pi;Idealism;Exclusive;0736E;-4768, 818;-4752, 802;-4752, 834;-4784, 834;-4784, 802;-4768.0000;818.0000;92
283;District 3 Pi;Idealism;Exclusive;0737E;-6368, 752;-6384, 736;-6384, 768;-6352, 768;-6352, 736;-6368.0000;752.0000;93
284;District 3 Pi;Idealism;Exclusive;0738E;-6400, 752;-6416, 736;-6416, 768;-6384, 768;-6384, 736;-6400.0000;752.0000;93
285;District 3 Pi;Idealism;Exclusive;0739E;-6432, 752;-6448, 736;-6448, 768;-6416, 768;-6416, 736;-6432.0000;752.0000;93
286;District 3 Pi;Idealism;Exclusive;0740E;-6432, 784;-6448, 768;-6448, 800;-6416, 800;-6416, 768;-6432.0000;784.0000;93
287;District 3 Pi;Idealism;Exclusive;0741E;-6368, 784;-6384, 768;-6384, 800;-6352, 800;-6352, 768;-6368.0000;784.0000;93
288;District 3 Pi;Idealism;Exclusive;0742E;-6368, 816;-6384, 800;-6384, 832;-6352, 832;-6352, 800;-6368.0000;816.0000;93
289;District 3 Pi;Idealism;Exclusive;0743E;-6400, 816;-6416, 800;-6416, 832;-6384, 832;-6384, 800;-6400.0000;816.0000;93
290;District 3 Pi;Idealism;Exclusive;0744E;-6432, 816;-6448, 800;-6448, 832;-6416, 832;-6416, 800;-6432.0000;816.0000;93
291;District 3 Pi;Idealism;Exclusive;0745E;-4832, -754;-4816, -738;-4816, -770;-4848, -770;-4848, -738;-4832.0000;-754.0000;94
292;District 3 Pi;Idealism;Exclusive;0746E;-4800, -754;-4784, -738;-4784, -770;-4816, -770;-4816, -738;-4800.0000;-754.0000;94
293;District 3 Pi;Idealism;Exclusive;0747E;-4768, -754;-4752, -738;-4752, -770;-4784, -770;-4784, -738;-4768.0000;-754.0000;94
294;District 3 Pi;Idealism;Exclusive;0748E;-4768, -786;-4752, -770;-4752, -802;-4784, -802;-4784, -770;-4768.0000;-786.0000;94
295;District 3 Pi;Idealism;Exclusive;0749E;-4832, -786;-4816, -770;-4816, -802;-4848, -802;-4848, -770;-4832.0000;-786.0000;94
296;District 3 Pi;Idealism;Exclusive;0750E;-4832, -818;-4816, -802;-4816, -834;-4848, -834;-4848, -802;-4832.0000;-818.0000;94
297;District 3 Pi;Idealism;Exclusive;0751E;-4800, -818;-4784, -802;-4784, -834;-4816, -834;-4816, -802;-4800.0000;-818.0000;94
298;District 3 Pi;Idealism;Exclusive;0752E;-4768, -818;-4752, -802;-4752, -834;-4784, -834;-4784, -802;-4768.0000;-818.0000;94
299;District 3 Pi;Idealism;Exclusive;0753E;-6368, -752;-6384, -736;-6384, -768;-6352, -768;-6352, -736;-6368.0000;-752.0000;95
300;District 3 Pi;Idealism;Exclusive;0754E;-6400, -752;-6416, -736;-6416, -768;-6384, -768;-6384, -736;-6400.0000;-752.0000;95
301;District 3 Pi;Idealism;Exclusive;0755E;-6432, -752;-6448, -736;-6448, -768;-6416, -768;-6416, -736;-6432.0000;-752.0000;95
302;District 3 Pi;Idealism;Exclusive;0756E;-6432, -784;-6448, -768;-6448, -800;-6416, -800;-6416, -768;-6432.0000;-784.0000;95
303;District 3 Pi;Idealism;Exclusive;0757E;-6368, -784;-6384, -768;-6384, -800;-6352, -800;-6352, -768;-6368.0000;-784.0000;95
304;District 3 Pi;Idealism;Exclusive;0758E;-6368, -816;-6384, -800;-6384, -832;-6352, -832;-6352, -800;-6368.0000;-816.0000;95
305;District 3 Pi;Idealism;Exclusive;0759E;-6400, -816;-6416, -800;-6416, -832;-6384, -832;-6384, -800;-6400.0000;-816.0000;95
306;District 3 Pi;Idealism;Exclusive;0760E;-6432, -816;-6448, -800;-6448, -832;-6416, -832;-6416, -800;-6432.0000;-816.0000;95
307;District 3 Pi;Idealism;Exclusive;0761E;-7658, -32;-7674, -48;-7674, -16;-7642, -16;-7642, -48;-7658.0000;-32.0000;96
308;District 3 Pi;Idealism;Exclusive;0762E;-7690, -32;-7706, -48;-7706, -16;-7674, -16;-7674, -48;-7690.0000;-32.0000;96
309;District 3 Pi;Idealism;Exclusive;0763E;-7722, -32;-7738, -48;-7738, -16;-7706, -16;-7706, -48;-7722.0000;-32.0000;96
310;District 3 Pi;Idealism;Exclusive;0764E;-7722, 0;-7738, -16;-7738, 16;-7706, 16;-7706, -16;-7722.0000;0.0000;96
311;District 3 Pi;Idealism;Exclusive;0765E;-7658, 0;-7674, -16;-7674, 16;-7642, 16;-7642, -16;-7658.0000;0.0000;96
312;District 3 Pi;Idealism;Exclusive;0766E;-7658, 32;-7674, 16;-7674, 48;-7642, 48;-7642, 16;-7658.0000;32.0000;96
313;District 3 Pi;Idealism;Exclusive;0767E;-7690, 32;-7706, 16;-7706, 48;-7674, 48;-7674, 16;-7690.0000;32.0000;96
314;District 3 Pi;Idealism;Exclusive;0768E;-7722, 32;-7738, 16;-7738, 48;-7706, 48;-7706, 16;-7722.0000;32.0000;96
315;District 3 Pi;Idealism;Exclusive;0769E;-8032, 368;-8016, 352;-8016, 384;-8048, 384;-8048, 352;-8032.0000;368.0000;97
316;District 3 Pi;Idealism;Exclusive;0770E;-8000, 368;-7984, 352;-7984, 384;-8016, 384;-8016, 352;-8000.0000;368.0000;97
317;District 3 Pi;Idealism;Exclusive;0771E;-7968, 368;-7952, 352;-7952, 384;-7984, 384;-7984, 352;-7968.0000;368.0000;97
318;District 3 Pi;Idealism;Exclusive;0772E;-7968, 400;-7952, 384;-7952, 416;-7984, 416;-7984, 384;-7968.0000;400.0000;97
319;District 3 Pi;Idealism;Exclusive;0773E;-8032, 400;-8016, 384;-8016, 416;-8048, 416;-8048, 384;-8032.0000;400.0000;97
320;District 3 Pi;Idealism;Exclusive;0774E;-8032, 432;-8016, 416;-8016, 448;-8048, 448;-8048, 416;-8032.0000;432.0000;97
321;District 3 Pi;Idealism;Exclusive;0775E;-8000, 432;-7984, 416;-7984, 448;-8016, 448;-8016, 416;-8000.0000;432.0000;97
322;District 3 Pi;Idealism;Exclusive;0776E;-7968, 432;-7952, 416;-7952, 448;-7984, 448;-7984, 416;-7968.0000;432.0000;97
323;District 3 Pi;Idealism;Exclusive;0777E;-7152, 1824;-7136, 1808;-7136, 1840;-7168, 1840;-7168, 1808;-7152.0000;1824.0000;98
324;District 3 Pi;Idealism;Exclusive;0778E;-7120, 1824;-7104, 1808;-7104, 1840;-7136, 1840;-7136, 1808;-7120.0000;1824.0000;98
325;District 3 Pi;Idealism;Exclusive;0779E;-7088, 1824;-7072, 1808;-7072, 1840;-7104, 1840;-7104, 1808;-7088.0000;1824.0000;98
326;District 3 Pi;Idealism;Exclusive;0780E;-7088, 1856;-7072, 1840;-7072, 1872;-7104, 1872;-7104, 1840;-7088.0000;1856.0000;98
327;District 3 Pi;Idealism;Exclusive;0781E;-7152, 1856;-7136, 1840;-7136, 1872;-7168, 1872;-7168, 1840;-7152.0000;1856.0000;98
328;District 3 Pi;Idealism;Exclusive;0782E;-7152, 1888;-7136, 1872;-7136, 1904;-7168, 1904;-7168, 1872;-7152.0000;1888.0000;98
329;District 3 Pi;Idealism;Exclusive;0783E;-7120, 1888;-7104, 1872;-7104, 1904;-7136, 1904;-7136, 1872;-7120.0000;1888.0000;98
330;District 3 Pi;Idealism;Exclusive;0784E;-7088, 1888;-7072, 1872;-7072, 1904;-7104, 1904;-7104, 1872;-7088.0000;1888.0000;98
331;District 3 Pi;Idealism;Exclusive;0785E;-5312, -5328;-5296, -5312;-5296, -5344;-5328, -5344;-5328, -5312;-5312.0000;-5328.0000;99
332;District 3 Pi;Idealism;Exclusive;0786E;-5280, -5328;-5264, -5312;-5264, -5344;-5296, -5344;-5296, -5312;-5280.0000;-5328.0000;99
333;District 3 Pi;Idealism;Exclusive;0787E;-5248, -5328;-5232, -5312;-5232, -5344;-5264, -5344;-5264, -5312;-5248.0000;-5328.0000;99
334;District 3 Pi;Idealism;Exclusive;0788E;-5248, -5360;-5232, -5344;-5232, -5376;-5264, -5376;-5264, -5344;-5248.0000;-5360.0000;99
335;District 3 Pi;Idealism;Exclusive;0789E;-5312, -5360;-5296, -5344;-5296, -5376;-5328, -5376;-5328, -5344;-5312.0000;-5360.0000;99
336;District 3 Pi;Idealism;Exclusive;0790E;-5312, -5392;-5296, -5376;-5296, -5408;-5328, -5408;-5328, -5376;-5312.0000;-5392.0000;99
337;District 3 Pi;Idealism;Exclusive;0791E;-5280, -5392;-5264, -5376;-5264, -5408;-5296, -5408;-5296, -5376;-5280.0000;-5392.0000;99
338;District 3 Pi;Idealism;Exclusive;0792E;-5248, -5392;-5232, -5376;-5232, -5408;-5264, -5408;-5264, -5376;-5248.0000;-5392.0000;99
339;District 3 Pi;Idealism;Exclusive;0793E;-4432, -6784;-4416, -6768;-4416, -6800;-4448, -6800;-4448, -6768;-4432.0000;-6784.0000;100
340;District 3 Pi;Idealism;Exclusive;0794E;-4400, -6784;-4384, -6768;-4384, -6800;-4416, -6800;-4416, -6768;-4400.0000;-6784.0000;100
341;District 3 Pi;Idealism;Exclusive;0795E;-4368, -6784;-4352, -6768;-4352, -6800;-4384, -6800;-4384, -6768;-4368.0000;-6784.0000;100
342;District 3 Pi;Idealism;Exclusive;0796E;-4368, -6816;-4352, -6800;-4352, -6832;-4384, -6832;-4384, -6800;-4368.0000;-6816.0000;100
343;District 3 Pi;Idealism;Exclusive;0797E;-4432, -6816;-4416, -6800;-4416, -6832;-4448, -6832;-4448, -6800;-4432.0000;-6816.0000;100
344;District 3 Pi;Idealism;Exclusive;0798E;-4432, -6848;-4416, -6832;-4416, -6864;-4448, -6864;-4448, -6832;-4432.0000;-6848.0000;100
345;District 3 Pi;Idealism;Exclusive;0799E;-4400, -6848;-4384, -6832;-4384, -6864;-4416, -6864;-4416, -6832;-4400.0000;-6848.0000;100
346;District 3 Pi;Idealism;Exclusive;0800E;-4368, -6848;-4352, -6832;-4352, -6864;-4384, -6864;-4384, -6832;-4368.0000;-6848.0000;100
347;District 3 Pi;Idealism;Exclusive;0801E;-1728, -3856;-1744, -3872;-1744, -3840;-1712, -3840;-1712, -3872;-1728.0000;-3856.0000;101
348;District 3 Pi;Idealism;Exclusive;0802E;-1760, -3856;-1776, -3872;-1776, -3840;-1744, -3840;-1744, -3872;-1760.0000;-3856.0000;101
349;District 3 Pi;Idealism;Exclusive;0803E;-1792, -3856;-1808, -3872;-1808, -3840;-1776, -3840;-1776, -3872;-1792.0000;-3856.0000;101
350;District 3 Pi;Idealism;Exclusive;0804E;-1792, -3824;-1808, -3840;-1808, -3808;-1776, -3808;-1776, -3840;-1792.0000;-3824.0000;101
351;District 3 Pi;Idealism;Exclusive;0805E;-1728, -3824;-1744, -3840;-1744, -3808;-1712, -3808;-1712, -3840;-1728.0000;-3824.0000;101
352;District 3 Pi;Idealism;Exclusive;0806E;-1728, -3792;-1744, -3808;-1744, -3776;-1712, -3776;-1712, -3808;-1728.0000;-3792.0000;101
353;District 3 Pi;Idealism;Exclusive;0807E;-1760, -3792;-1776, -3808;-1776, -3776;-1744, -3776;-1744, -3808;-1760.0000;-3792.0000;101
354;District 3 Pi;Idealism;Exclusive;0808E;-1792, -3792;-1808, -3808;-1808, -3776;-1776, -3776;-1776, -3808;-1792.0000;-3792.0000;101
355;District 3 Pi;Idealism;Exclusive;0809E;-2608, -2400;-2624, -2416;-2624, -2384;-2592, -2384;-2592, -2416;-2608.0000;-2400.0000;102
356;District 3 Pi;Idealism;Exclusive;0810E;-2640, -2400;-2656, -2416;-2656, -2384;-2624, -2384;-2624, -2416;-2640.0000;-2400.0000;102
357;District 3 Pi;Idealism;Exclusive;0811E;-2672, -2400;-2688, -2416;-2688, -2384;-2656, -2384;-2656, -2416;-2672.0000;-2400.0000;102
358;District 3 Pi;Idealism;Exclusive;0812E;-2672, -2368;-2688, -2384;-2688, -2352;-2656, -2352;-2656, -2384;-2672.0000;-2368.0000;102
359;District 3 Pi;Idealism;Exclusive;0813E;-2608, -2368;-2624, -2384;-2624, -2352;-2592, -2352;-2592, -2384;-2608.0000;-2368.0000;102
360;District 3 Pi;Idealism;Exclusive;0814E;-2608, -2336;-2624, -2352;-2624, -2320;-2592, -2320;-2592, -2352;-2608.0000;-2336.0000;102
361;District 3 Pi;Idealism;Exclusive;0815E;-2640, -2336;-2656, -2352;-2656, -2320;-2624, -2320;-2624, -2352;-2640.0000;-2336.0000;102
362;District 3 Pi;Idealism;Exclusive;0816E;-2672, -2336;-2688, -2352;-2688, -2320;-2656, -2320;-2656, -2352;-2672.0000;-2336.0000;102
363;District 3 Pi;Idealism;Exclusive;0817E;-4032, -3856;-4016, -3872;-4016, -3840;-4048, -3840;-4048, -3872;-4032.0000;-3856.0000;103
364;District 3 Pi;Idealism;Exclusive;0818E;-4000, -3856;-3984, -3872;-3984, -3840;-4016, -3840;-4016, -3872;-4000.0000;-3856.0000;103
365;District 3 Pi;Idealism;Exclusive;0819E;-3968, -3856;-3952, -3872;-3952, -3840;-3984, -3840;-3984, -3872;-3968.0000;-3856.0000;103
